snr_db,f0,f1,frequency_pair,folder,messages_found,messages_expected,passed
-19.199999999999985,2000.0,3000.0,2000-3000,2000-3000_speaker,0,125,False
-19.199999999999985,22000.0,23000.0,22000-23000,22000-23000_speaker,0,125,False
-19.199999999999985,7000.0,8000.0,7000-8000,7000-8000_speaker,0,125,False
-19.499999999999986,15000.0,16000.0,15000-16000,15000-16000_speaker,0,125,False
-19.499999999999986,2000.0,3000.0,2000-3000,2000-3000_speaker,0,125,False
-19.499999999999986,22000.0,23000.0,22000-23000,22000-23000_speaker,28,125,False
-19.499999999999986,7000.0,8000.0,7000-8000,7000-8000_speaker,0,125,False
-19.799999999999983,15000.0,16000.0,15000-16000,15000-16000_speaker,0,125,False
-19.799999999999983,2000.0,3000.0,2000-3000,2000-3000_speaker,0,125,False
-19.799999999999983,22000.0,23000.0,22000-23000,22000-23000_speaker,7,125,False
-19.799999999999983,7000.0,8000.0,7000-8000,7000-8000_speaker,0,125,False
-20.099999999999984,15000.0,16000.0,15000-16000,15000-16000_speaker,0,125,False
-20.099999999999984,2000.0,3000.0,2000-3000,2000-3000_speaker,0,125,False
-20.099999999999984,22000.0,23000.0,22000-23000,22000-23000_speaker,4,125,False
-20.099999999999984,7000.0,8000.0,7000-8000,7000-8000_speaker,0,125,False
-20.399999999999984,15000.0,16000.0,15000-16000,15000-16000_speaker,0,125,False
-20.399999999999984,2000.0,3000.0,2000-3000,2000-3000_speaker,0,125,False
-20.399999999999984,22000.0,23000.0,22000-23000,22000-23000_speaker,0,125,False
-20.399999999999984,7000.0,8000.0,7000-8000,7000-8000_speaker,0,125,False
-20.699999999999985,15000.0,16000.0,15000-16000,15000-16000_speaker,0,125,False
-20.699999999999985,2000.0,3000.0,2000-3000,2000-3000_speaker,0,125,False
-20.699999999999985,22000.0,23000.0,22000-23000,22000-23000_speaker,1,125,False
-20.699999999999985,7000.0,8000.0,7000-8000,7000-8000_speaker,0,125,False
-20.999999999999986,15000.0,16000.0,15000-16000,15000-16000_speaker,0,125,False
-20.999999999999986,2000.0,3000.0,2000-3000,2000-3000_speaker,0,125,False
-20.999999999999986,22000.0,23000.0,22000-23000,22000-23000_speaker,0,125,False
-20.999999999999986,7000.0,8000.0,7000-8000,7000-8000_speaker,0,125,False
-21.299999999999983,15000.0,16000.0,15000-16000,15000-16000_speaker,0,125,False
-21.299999999999983,2000.0,3000.0,2000-3000,2000-3000_speaker,0,125,False
-21.299999999999983,22000.0,23000.0,22000-23000,22000-23000_speaker,0,125,False
-21.299999999999983,7000.0,8000.0,7000-8000,7000-8000_speaker,0,125,False
-21.599999999999984,15000.0,16000.0,15000-16000,15000-16000_speaker,0,125,False
-21.599999999999984,2000.0,3000.0,2000-3000,2000-3000_speaker,0,125,False
-21.599999999999984,22000.0,23000.0,22000-23000,22000-23000_speaker,0,125,False
-21.599999999999984,7000.0,8000.0,7000-8000,7000-8000_speaker,0,125,False
-21.899999999999984,15000.0,16000.0,15000-16000,15000-16000_speaker,0,125,False
-21.899999999999984,2000.0,3000.0,2000-3000,2000-3000_speaker,0,125,False
-21.899999999999984,22000.0,23000.0,22000-23000,22000-23000_speaker,0,125,False
-21.899999999999984,7000.0,8000.0,7000-8000,7000-8000_speaker,0,125,False
-22.19999999999998,15000.0,16000.0,15000-16000,15000-16000_speaker,0,125,False
-22.19999999999998,2000.0,3000.0,2000-3000,2000-3000_speaker,0,125,False
-22.19999999999998,22000.0,23000.0,22000-23000,22000-23000_speaker,0,125,False
-22.19999999999998,7000.0,8000.0,7000-8000,7000-8000_speaker,0,125,False
-22.499999999999982,15000.0,16000.0,15000-16000,15000-16000_speaker,0,125,False
-22.499999999999982,2000.0,3000.0,2000-3000,2000-3000_speaker,0,125,False
-22.499999999999982,22000.0,23000.0,22000-23000,22000-23000_speaker,0,125,False
-22.499999999999982,7000.0,8000.0,7000-8000,7000-8000_speaker,0,125,False
-22.799999999999983,15000.0,16000.0,15000-16000,15000-16000_speaker,0,125,False
-22.799999999999983,2000.0,3000.0,2000-3000,2000-3000_speaker,0,125,False
-22.799999999999983,22000.0,23000.0,22000-23000,22000-23000_speaker,0,125,False
-22.799999999999983,7000.0,8000.0,7000-8000,7000-8000_speaker,0,125,False
-23.099999999999984,15000.0,16000.0,15000-16000,15000-16000_speaker,0,125,False
-23.099999999999984,2000.0,3000.0,2000-3000,2000-3000_speaker,0,125,False
-23.099999999999984,22000.0,23000.0,22000-23000,22000-23000_speaker,0,125,False
-23.099999999999984,7000.0,8000.0,7000-8000,7000-8000_speaker,0,125,False
-23.399999999999984,15000.0,16000.0,15000-16000,15000-16000_speaker,0,125,False
-23.399999999999984,2000.0,3000.0,2000-3000,2000-3000_speaker,0,125,False
-23.399999999999984,22000.0,23000.0,22000-23000,22000-23000_speaker,0,125,False
-23.399999999999984,7000.0,8000.0,7000-8000,7000-8000_speaker,0,125,False
-23.69999999999998,15000.0,16000.0,15000-16000,15000-16000_speaker,0,125,False
-23.69999999999998,2000.0,3000.0,2000-3000,2000-3000_speaker,0,125,False
-23.69999999999998,22000.0,23000.0,22000-23000,22000-23000_speaker,0,125,False
-23.69999999999998,7000.0,8000.0,7000-8000,7000-8000_speaker,0,125,False
